Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
1.01 BRÁS,970375,TELA ELÉTRICA P/PROJEÇÃO 120P /PROJETELAS,10,"R$ 900,00","R$ 0,00",TELA DE PROJEÇAO MOTORIZADA,39.5%,2011-01-12 00:00:00,MANTER: Baixa similaridade (39.5%) com consumível 'TELA DE PROJEÇAO MOTORIZADA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1215290,CARRO FERRAMENTAS 7 GAV SIST.TILT /BETA,30,"R$ 3854,17","R$ 1252,59",PORTA METÁLICA D P/CARRO DE FERRAMENTAS,30.7%,2019-03-18 00:00:00,MANTER: Baixa similaridade (30.7%) com consumível 'PORTA METÁLICA D P/CARRO DE FERRAMENTAS...'. Provavelmente corretamente classificado.
1.01 BRÁS,1280065,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4688,75",CATRACA BLINDADA,36.1%,2023-09-26 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1280066,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4688,75",CATRACA BLINDADA,36.1%,2023-09-26 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1280067,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4688,75",CATRACA BLINDADA,36.1%,2023-09-26 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1280068,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4688,75",CATRACA BLINDADA,36.1%,2023-09-26 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1280069,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4688,75",CATRACA BLINDADA,36.1%,2023-09-26 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1007931,QUADRO BRANCO MAGNÉT.MÓVEL 2000X1000MM,20,"R$ 315,00","R$ 0,00",QUADRO BRANCO 80X60cm,41.6%,2011-10-17 00:00:00,AVALIAR: Similaridade moderada (41.6%) com consumível 'QUADRO BRANCO 80X60cm...'. Possível reclassificação.
1.01 BRÁS,1171830,"ESCADA EXTENSÍVEL EM FIBRA 4,80X8,40M/ W BERTOLO",15,"R$ 750,00","R$ 56,25",ESCADA EXTENSÍVEL DE FIBRA C/(PATRIMÔNIO,50.9%,2016-09-13 00:00:00,AVALIAR: Similaridade moderada (50.9%) com consumível 'ESCADA EXTENSÍVEL DE FIBRA C/(PATRIMÔNIO...'. Possível reclassificação.
1.01 BRÁS,1171831,ESCADA EM FIBRA 12D - DUPLO ACESSO/ W BERTOLO,15,"R$ 587,05","R$ 43,99",ESCADA DE FIBRA 5D - DUPLO,55.0%,2016-09-13 00:00:00,AVALIAR: Similaridade moderada (55.0%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Possível reclassificação.
1.01 BRÁS,1181198,ANDAIME INDUSTRIAL DE 12 METROS / FERRARI,15,"R$ 8243,54","R$ 1030,47",ROLAMENTO INDUSTRIAL DE ESFERA,32.5%,2017-03-06 00:00:00,MANTER: Baixa similaridade (32.5%) com consumível 'ROLAMENTO INDUSTRIAL DE ESFERA...'. Provavelmente corretamente classificado.
1.01 BRÁS,954845,ESCADA DUPLA C/PLATAF.07 DEGR./W.BERTOLO,15,"R$ 224,47","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,38.1%,2010-08-24 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,954847,ESCADA DUPLA C/PLATAF.07 DEGR./W.BERTOLO,15,"R$ 224,47","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,38.1%,2010-08-24 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,954848,ESCADA DUPLA C/PLATAF.07 DEGR./W.BERTOLO,15,"R$ 224,47","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,38.1%,2010-08-24 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,954849,ESCADA DUPLA C/PLATAF.07 DEGR./W.BERTOLO,15,"R$ 224,47","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,38.1%,2010-08-24 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,1117678,ESCADA EM FIBRA 7D - DUPLO ACESSO/W.BERTOLO,15,"R$ 335,18","R$ 0,00",ESCADA DE FIBRA 5D - DUPLO,62.3%,2014-08-13 00:00:00,RECLASSIFICAR: Alta similaridade (62.3%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1135978,ESCADA EM FIBRA 5D - DUPLO ACESSO/W.BERTOLO,15,"R$ 256,33","R$ 0,00",ESCADA DE FIBRA 5D - DUPLO,63.2%,2015-01-29 00:00:00,RECLASSIFICAR: Alta similaridade (63.2%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1364412,ESCADA DE FIBRA 10 DEGRAUS DUPLO ACESSO,15,"R$ 711,11","R$ 687,41",ESCADA DE FIBRA 5D - DUPLO,63.9%,2025-08-20 00:00:00,RECLASSIFICAR: Alta similaridade (63.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1364413,ESCADA DE FIBRA 10 DEGRAUS DUPLO ACESSO,15,"R$ 711,11","R$ 687,41",ESCADA DE FIBRA 5D - DUPLO,63.9%,2025-08-20 00:00:00,RECLASSIFICAR: Alta similaridade (63.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1364414,ESCADA DE FIBRA 10 DEGRAUS DUPLO ACESSO,15,"R$ 711,11","R$ 687,41",ESCADA DE FIBRA 5D - DUPLO,63.9%,2025-08-20 00:00:00,RECLASSIFICAR: Alta similaridade (63.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1364415,ESCADA DE FIBRA 10 DEGRAUS DUPLO ACESSO,15,"R$ 711,11","R$ 687,41",ESCADA DE FIBRA 5D - DUPLO,63.9%,2025-08-20 00:00:00,RECLASSIFICAR: Alta similaridade (63.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1364416,ESCADA DE FIBRA 10 DEGRAUS DUPLO ACESSO,15,"R$ 711,11","R$ 687,41",ESCADA DE FIBRA 5D - DUPLO,63.9%,2025-08-20 00:00:00,RECLASSIFICAR: Alta similaridade (63.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1364417,ESCADA DE FIBRA 10 DEGRAUS DUPLO ACESSO,15,"R$ 711,11","R$ 687,41",ESCADA DE FIBRA 5D - DUPLO,63.9%,2025-08-20 00:00:00,RECLASSIFICAR: Alta similaridade (63.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1364418,ESCADA DE FIBRA 10 DEGRAUS DUPLO ACESSO,15,"R$ 711,11","R$ 687,41",ESCADA DE FIBRA 5D - DUPLO,63.9%,2025-08-20 00:00:00,RECLASSIFICAR: Alta similaridade (63.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1364419,ESCADA DE FIBRA 10 DEGRAUS DUPLO ACESSO,15,"R$ 711,11","R$ 687,41",ESCADA DE FIBRA 5D - DUPLO,63.9%,2025-08-20 00:00:00,RECLASSIFICAR: Alta similaridade (63.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1300156,MANEQUIM TORSO P/ TREINAMENTO DE RCP,7,"R$ 1600,00","R$ 1320,00",BOLSA P/TRANSPORTE DE MANEQUIM RCP,33.8%,2024-03-25 00:00:00,MANTER: Baixa similaridade (33.8%) com consumível 'BOLSA P/TRANSPORTE DE MANEQUIM RCP...'. Provavelmente corretamente classificado.
1.01 BRÁS,1300157,MANEQUIM TORSO P/ TREINAMENTO DE RCP,7,"R$ 1600,00","R$ 1320,00",BOLSA P/TRANSPORTE DE MANEQUIM RCP,33.8%,2024-03-25 00:00:00,MANTER: Baixa similaridade (33.8%) com consumível 'BOLSA P/TRANSPORTE DE MANEQUIM RCP...'. Provavelmente corretamente classificado.
1.01 BRÁS,1300158,MANEQUIM TORSO P/ TREINAMENTO DE RCP,7,"R$ 1600,00","R$ 1320,00",BOLSA P/TRANSPORTE DE MANEQUIM RCP,33.8%,2024-03-25 00:00:00,MANTER: Baixa similaridade (33.8%) com consumível 'BOLSA P/TRANSPORTE DE MANEQUIM RCP...'. Provavelmente corretamente classificado.
1.01 BRÁS,1023921,TORRE DE RECALQUE D ÁGUA/DE LORENZO,10,"R$ 16666,66","R$ 0,00",TORRE DE ENTRADA DA BÓIA,29.0%,2012-02-23 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
1.01 BRÁS,1236298,MANEQUIM TORSO P/ TREINAMENTO DE RCP,7,"R$ 1290,00","R$ 634,25",BOLSA P/TRANSPORTE DE MANEQUIM RCP,33.8%,2020-11-20 00:00:00,MANTER: Baixa similaridade (33.8%) com consumível 'BOLSA P/TRANSPORTE DE MANEQUIM RCP...'. Provavelmente corretamente classificado.
1.01 BRÁS,1236299,MANEQUIM TORSO P/ TREINAMENTO DE RCP,7,"R$ 1290,00","R$ 634,25",BOLSA P/TRANSPORTE DE MANEQUIM RCP,33.8%,2020-11-20 00:00:00,MANTER: Baixa similaridade (33.8%) com consumível 'BOLSA P/TRANSPORTE DE MANEQUIM RCP...'. Provavelmente corretamente classificado.
1.01 BRÁS,1007933,QUADRO BRANCO MAGNÉT.MÓVEL 2000X1000MM,20,"R$ 315,00","R$ 0,00",QUADRO BRANCO 80X60cm,41.6%,2011-10-17 00:00:00,AVALIAR: Similaridade moderada (41.6%) com consumível 'QUADRO BRANCO 80X60cm...'. Possível reclassificação.
1.01 BRÁS,1008886,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-16 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008887,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-16 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008888,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-16 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008889,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-16 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008890,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-16 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008891,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-16 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008892,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-16 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008893,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-16 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1050204,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-07 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1050205,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-07 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1050206,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-07 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1050207,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-07 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1050208,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-07 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1050209,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-07 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1050210,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-07 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1050211,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-07 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1181106,ESCADA EM FIBRA 7D - DUPLO ACESSO/ W BERTOLO,15,"R$ 337,88","R$ 39,41",ESCADA DE FIBRA 5D - DUPLO,62.3%,2017-02-22 00:00:00,RECLASSIFICAR: Alta similaridade (62.3%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1181107,ESCADA EM FIBRA 7D - DUPLO ACESSO/ W BERTOLO,15,"R$ 337,88","R$ 39,41",ESCADA DE FIBRA 5D - DUPLO,62.3%,2017-02-22 00:00:00,RECLASSIFICAR: Alta similaridade (62.3%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1181108,ESCADA EM FIBRA 7D - DUPLO ACESSO/ W BERTOLO,15,"R$ 337,88","R$ 39,41",ESCADA DE FIBRA 5D - DUPLO,62.3%,2017-02-22 00:00:00,RECLASSIFICAR: Alta similaridade (62.3%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,1181109,ESCADA EM FIBRA 7D - DUPLO ACESSO/ W BERTOLO,15,"R$ 337,88","R$ 39,41",ESCADA DE FIBRA 5D - DUPLO,62.3%,2017-02-22 00:00:00,RECLASSIFICAR: Alta similaridade (62.3%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.01 BRÁS,863862,"ESCADA DUPLA 2,00M C/PLATAF.06DEGR.SINTESE",15,"R$ 330,90","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,34.9%,2008-10-30 00:00:00,MANTER: Baixa similaridade (34.9%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,863863,"ESCADA DUPLA 2,00M C/PLATAF.06DEGR.SINTESE",15,"R$ 330,90","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,34.9%,2008-10-30 00:00:00,MANTER: Baixa similaridade (34.9%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,954867,ESCADA DUPLA C/PLATAF.07 DEGR./W.BERTOLO,15,"R$ 224,47","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,38.1%,2010-08-27 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,954868,ESCADA DUPLA C/PLATAF.07 DEGR./W.BERTOLO,15,"R$ 224,47","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,38.1%,2010-08-27 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,954869,ESCADA DUPLA C/PLATAF.07 DEGR./W.BERTOLO,15,"R$ 224,47","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,38.1%,2010-08-27 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,954872,ESCADA DUPLA C/PLATAF.07 DEGR./W.BERTOLO,15,"R$ 224,47","R$ 0,00",ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS,38.1%,2010-08-27 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'ESCADA DUPLA DE ALUMÍNIO 7 DEGRAUS...'. Provavelmente corretamente classificado.
1.01 BRÁS,1008724,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-17 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008725,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-17 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008726,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-17 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008727,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-17 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008728,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-17 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1008729,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-17 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.01 BRÁS,1215283,CARRO BANCADA COM PAINEL / GEDORE,30,"R$ 7880,10","R$ 2561,03",PAINEL P/BANCADA MÓVEL 1504 C/GANCHOS,34.1%,2019-03-18 00:00:00,MANTER: Baixa similaridade (34.1%) com consumível 'PAINEL P/BANCADA MÓVEL 1504 C/GANCHOS...'. Provavelmente corretamente classificado.
1.01 BRÁS,1101863,QUADRO BRANCO MAGNÉT.C/DIAMAGRAÇÃO/BOARD NET,20,"R$ 307,31","R$ 0,00",QUADRO BRANCO 80X60cm,33.8%,2014-05-21 00:00:00,MANTER: Baixa similaridade (33.8%) com consumível 'QUADRO BRANCO 80X60cm...'. Provavelmente corretamente classificado.
1.01 BRÁS,1070787,CARRO ESQUELETO P/PANIFICAÇÃO/ INOXBRITO,30,"R$ 1254,00","R$ 0,00",MANOLE - PANIFICAÇÃO E CONFEITARIA PROF,26.6%,2013-05-08 00:00:00,MANTER: Similaridade muito baixa (26.6%). Mantém como patrimônio.
1.01 BRÁS,1070788,CARRO ESQUELETO P/PANIFICAÇÃO/ INOXBRITO,30,"R$ 1254,00","R$ 0,00",MANOLE - PANIFICAÇÃO E CONFEITARIA PROF,26.6%,2013-05-08 00:00:00,MANTER: Similaridade muito baixa (26.6%). Mantém como patrimônio.
1.01 BRÁS,1070789,CARRINHO P/TRANSPORTE DE FARINHA/INOXBRITO,30,"R$ 1291,00","R$ 0,00",CARRINHO TRANSPORTE BARREIRAS,48.3%,2013-05-08 00:00:00,AVALIAR: Similaridade moderada (48.3%) com consumível 'CARRINHO TRANSPORTE BARREIRAS...'. Possível reclassificação.
1.01 BRÁS,1070790,CARRINHO P/TRANSPORTE DE FARINHA/INOXBRITO,30,"R$ 1291,00","R$ 0,00",CARRINHO TRANSPORTE BARREIRAS,48.3%,2013-05-08 00:00:00,AVALIAR: Similaridade moderada (48.3%) com consumível 'CARRINHO TRANSPORTE BARREIRAS...'. Possível reclassificação.
1.01 BRÁS,1070791,CARRINHO P/TRANSPORTE DE FARINHA/INOXBRITO,30,"R$ 1291,00","R$ 0,00",CARRINHO TRANSPORTE BARREIRAS,48.3%,2013-05-08 00:00:00,AVALIAR: Similaridade moderada (48.3%) com consumível 'CARRINHO TRANSPORTE BARREIRAS...'. Possível reclassificação.
1.01 BRÁS,1300159,MANEQUIM TORSO P/ TREINAMENTO DE RCP,7,"R$ 1600,00","R$ 1320,00",BOLSA P/TRANSPORTE DE MANEQUIM RCP,33.8%,2024-03-25 00:00:00,MANTER: Baixa similaridade (33.8%) com consumível 'BOLSA P/TRANSPORTE DE MANEQUIM RCP...'. Provavelmente corretamente classificado.
1.02 VILA ALPINA,1009624,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-04 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.02 VILA ALPINA,954720,"ESCADA DE ABRIR 1,50MTS 05DEGR./W.BERTOLO",15,"R$ 254,40","R$ 0,00",ESCADA DE ABRIR (CÓD INATIVO),37.0%,2010-08-24 00:00:00,MANTER: Baixa similaridade (37.0%) com consumível 'ESCADA DE ABRIR (CÓD INATIVO)...'. Provavelmente corretamente classificado.
1.02 VILA ALPINA,954721,"ESCADA DE ABRIR 1,50MTS 05DEGR./W.BERTOLO",15,"R$ 254,40","R$ 0,00",ESCADA DE ABRIR (CÓD INATIVO),37.0%,2010-08-24 00:00:00,MANTER: Baixa similaridade (37.0%) com consumível 'ESCADA DE ABRIR (CÓD INATIVO)...'. Provavelmente corretamente classificado.
1.02 VILA ALPINA,1278915,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4638,33",CATRACA BLINDADA,36.1%,2023-08-16 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.02 VILA ALPINA,1278916,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4638,33",CATRACA BLINDADA,36.1%,2023-08-16 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.02 VILA ALPINA,1278917,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4638,33",CATRACA BLINDADA,36.1%,2023-08-16 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.02 VILA ALPINA,1113275,MANEQUIM P/RESSUSCITAÇÃO CARDIO PULMONAR/LIFENODE,7,"R$ 3626,00","R$ 0,00",MANEQUIM FEMININO PLUS SIZE,23.8%,2014-07-24 00:00:00,MANTER: Similaridade muito baixa (23.8%). Mantém como patrimônio.
1.02 VILA ALPINA,1009625,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-04 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
