Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
SENAI SEDE,1039692,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039693,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039694,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039695,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039696,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039697,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039698,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039699,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039700,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039701,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039702,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039703,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039704,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039705,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039706,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039707,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039708,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039709,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039710,APARELHO TELEFÔNICO DIGITAL TIPO I / AASTRA,15,"R$ 516,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,52.5%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (52.5%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039711,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039712,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039713,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039714,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039715,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039716,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039717,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039718,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039719,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039720,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039721,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039722,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039723,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039724,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039725,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039726,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039727,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039728,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039729,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039730,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039731,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039732,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039733,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039734,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039735,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039736,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039737,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039738,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039739,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039740,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039741,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039742,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039743,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039744,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039745,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039746,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039747,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039748,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039749,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1039750,APARELHO TELEFONICO DIGITAL TIPO III/ AASTRA,15,"R$ 1153,85","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,47.2%,2012-06-01 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Possível reclassificação.
SENAI SEDE,1155827,PABX DE MÉDIO PORTE C/ TRONCOS DIGITAIS/ PANASONIC,15,"R$ 43500,00","R$ 4350,00",CASA P/CACHORRO - PORTE MÉDIO,27.9%,2016-12-10 00:00:00,MANTER: Similaridade muito baixa (27.9%). Mantém como patrimônio.
SENAI SEDE,1156058,PABX MÉDIO PORTE C/TRONCOS DIGITAIS / PANASONIC,15,"R$ 43500,00","R$ 4350,00",CASA P/CACHORRO - PORTE MÉDIO,28.3%,2016-12-11 00:00:00,MANTER: Similaridade muito baixa (28.3%). Mantém como patrimônio.
SENAI SEDE,1223415,SMARTPHONE IOS BÁSICO,15,"R$ 4070,00","R$ 1424,50",XILOFONE BÁSICO,34.2%,2019-06-27 00:00:00,MANTER: Baixa similaridade (34.2%) com consumível 'XILOFONE BÁSICO...'. Provavelmente corretamente classificado.
SENAI SEDE,1223416,SMARTPHONE IOS BÁSICO,15,"R$ 4070,00","R$ 1424,50",XILOFONE BÁSICO,34.2%,2019-06-27 00:00:00,MANTER: Baixa similaridade (34.2%) com consumível 'XILOFONE BÁSICO...'. Provavelmente corretamente classificado.
SENAI SEDE,1223417,SMARTPHONE IOS BÁSICO,15,"R$ 4070,00","R$ 1424,50",XILOFONE BÁSICO,34.2%,2019-06-27 00:00:00,MANTER: Baixa similaridade (34.2%) com consumível 'XILOFONE BÁSICO...'. Provavelmente corretamente classificado.
SENAI SEDE,1223418,SMARTPHONE IOS BÁSICO,15,"R$ 4070,00","R$ 1424,50",XILOFONE BÁSICO,34.2%,2019-06-27 00:00:00,MANTER: Baixa similaridade (34.2%) com consumível 'XILOFONE BÁSICO...'. Provavelmente corretamente classificado.
SENAI SEDE,1223419,SMARTPHONE IOS BÁSICO,15,"R$ 4070,00","R$ 1424,50",XILOFONE BÁSICO,34.2%,2019-06-27 00:00:00,MANTER: Baixa similaridade (34.2%) com consumível 'XILOFONE BÁSICO...'. Provavelmente corretamente classificado.
SENAI SEDE,1223421,SMARTPHONE IOS BÁSICO,15,"R$ 4070,00","R$ 1424,50",XILOFONE BÁSICO,34.2%,2019-06-27 00:00:00,MANTER: Baixa similaridade (34.2%) com consumível 'XILOFONE BÁSICO...'. Provavelmente corretamente classificado.
SENAI SEDE,1223422,SMARTPHONE IOS BÁSICO,15,"R$ 4070,00","R$ 1424,50",XILOFONE BÁSICO,34.2%,2019-06-27 00:00:00,MANTER: Baixa similaridade (34.2%) com consumível 'XILOFONE BÁSICO...'. Provavelmente corretamente classificado.
SENAI SEDE,675759,CAMERA FOTOGRAFICA DIGITAL 7.0 SONY DSC-W70,10,"R$ 1295,00","R$ 0,00",BATERIA P/CÂMERA FOTOGRÁFICA 1.5V LR-44,35.4%,2007-01-24 00:00:00,MANTER: Baixa similaridade (35.4%) com consumível 'BATERIA P/CÂMERA FOTOGRÁFICA 1.5V LR-44...'. Provavelmente corretamente classificado.
SENAI SEDE,675760,MINI GRAVADOR DIGITAL PANASONIC US 395,15,"R$ 315,00","R$ 0,00",MINI VOLTIMETRO DIGITAL,38.1%,2007-01-24 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'MINI VOLTIMETRO DIGITAL...'. Provavelmente corretamente classificado.
SENAI SEDE,794241,APARELHO TELEF. KOLLER TPS03  P/ SURDOS,15,"R$ 1991,00","R$ 0,00",APOSTILA: COMAND. ELETROELETRÔNICOS - P,12.7%,2007-09-17 00:00:00,MANTER: Similaridade muito baixa (12.7%). Mantém como patrimônio.
SENAI SEDE,826739,DISPOSITIVO CAPTURA VÍDEO ANALÓG.USB EXT.,10,"R$ 1500,00","R$ 0,00",PLACA DE CAPTURA DE VÍDEO HDMI P/USB,42.0%,2008-03-12 00:00:00,AVALIAR: Similaridade moderada (42.0%) com consumível 'PLACA DE CAPTURA DE VÍDEO HDMI P/USB...'. Possível reclassificação.
SENAI SEDE,853383,APARELHO TELEF. ANALÓG.T-100-PLANTRONICS,15,"R$ 114,90","R$ 0,00",PAPELÃO Nº 100,26.7%,2008-08-26 00:00:00,MANTER: Similaridade muito baixa (26.7%). Mantém como patrimônio.
SENAI SEDE,853385,APARELHO TELEF. ANALÓG.T-100-PLANTRONICS,15,"R$ 114,90","R$ 0,00",PAPELÃO Nº 100,26.7%,2008-08-26 00:00:00,MANTER: Similaridade muito baixa (26.7%). Mantém como patrimônio.
SENAI SEDE,853386,APARELHO TELEF. ANALÓG.T-100-PLANTRONICS,15,"R$ 114,90","R$ 0,00",PAPELÃO Nº 100,26.7%,2008-08-26 00:00:00,MANTER: Similaridade muito baixa (26.7%). Mantém como patrimônio.
SENAI SEDE,853387,APARELHO TELEF. ANALÓG.T-100-PLANTRONICS,15,"R$ 114,90","R$ 0,00",PAPELÃO Nº 100,26.7%,2008-08-26 00:00:00,MANTER: Similaridade muito baixa (26.7%). Mantém como patrimônio.
SENAI SEDE,853388,APARELHO TELEF. ANALÓG.T-100-PLANTRONICS,15,"R$ 114,90","R$ 0,00",PAPELÃO Nº 100,26.7%,2008-08-26 00:00:00,MANTER: Similaridade muito baixa (26.7%). Mantém como patrimônio.
SENAI SEDE,853389,APARELHO TELEF. ANALÓG.T-100-PLANTRONICS,15,"R$ 114,90","R$ 0,00",PAPELÃO Nº 100,26.7%,2008-08-26 00:00:00,MANTER: Similaridade muito baixa (26.7%). Mantém como patrimônio.
SENAI SEDE,853390,APARELHO TELEF. ANALÓG.T-100-PLANTRONICS,15,"R$ 114,90","R$ 0,00",PAPELÃO Nº 100,26.7%,2008-08-26 00:00:00,MANTER: Similaridade muito baixa (26.7%). Mantém como patrimônio.
SENAI SEDE,856655,APARELHO TELEFÔNICO DIG.DIALOG -ERICSSON,15,"R$ 480,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,36.0%,2008-09-03 00:00:00,MANTER: Baixa similaridade (36.0%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Provavelmente corretamente classificado.
SENAI SEDE,856656,APARELHO TELEFÔNICO DIG.DIALOG -ERICSSON,15,"R$ 480,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,36.0%,2008-09-03 00:00:00,MANTER: Baixa similaridade (36.0%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Provavelmente corretamente classificado.
SENAI SEDE,856657,APARELHO TELEFÔNICO DIG.DIALOG -ERICSSON,15,"R$ 480,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,36.0%,2008-09-03 00:00:00,MANTER: Baixa similaridade (36.0%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Provavelmente corretamente classificado.
SENAI SEDE,856658,APARELHO TELEFÔNICO DIG.DIALOG -ERICSSON,15,"R$ 480,00","R$ 0,00",APARELHO TELEFÔNICO DIGITAL C/VISOR,36.0%,2008-09-03 00:00:00,MANTER: Baixa similaridade (36.0%) com consumível 'APARELHO TELEFÔNICO DIGITAL C/VISOR...'. Provavelmente corretamente classificado.
