Localização;Inventário;Denominação do Imobilizado;Vida;Valor Aquisição;Valor Contábil;Item Consumível Similar;arquivo_origem;Ano Incorporação;Idade_Item;Valor_Aquisicao_Num;Valor_Contabil_Num;Vida_Num
1.64 MAUÁ;1083628;MICRÔMETRO EXT. 0-25MM - 0,01MM / MITUTOYO;10;R$ 90,18;R$ 0,00;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2013;12;90,18;0;10
1.64 MAUÁ;1083629;MICRÔMETRO EXT. 0-25MM - 0,01MM / MITUTOYO;10;R$ 90,18;R$ 0,00;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2013;12;90,18;0;10
1.64 MAUÁ;1083630;MICRÔMETRO EXT. 0-25MM - 0,01MM / MITUTOYO;10;R$ 90,18;R$ 0,00;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2013;12;90,18;0;10
1.64 MAUÁ;1083631;MICRÔMETRO EXT. 0-25MM - 0,01MM / MITUTOYO;10;R$ 90,18;R$ 0,00;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2013;12;90,18;0;10
1.28 GUARULHOS;1158005;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158006;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158007;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158008;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158009;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158010;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158011;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158012;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158013;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158014;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158015;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158016;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158017;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158018;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158019;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158020;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158021;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158022;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158023;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158024;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158025;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158026;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158027;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158028;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158029;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158030;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158031;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158032;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158033;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158034;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158035;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158036;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158037;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158038;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158039;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
1.28 GUARULHOS;1158040;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158189;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158191;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158165;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158166;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158167;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158168;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158169;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158170;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158171;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158172;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158173;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158174;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158185;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158186;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158187;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158188;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158190;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158175;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158176;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158177;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158178;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158179;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158180;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158181;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158182;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158183;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
4.04 SOROCABA;1158184;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157840;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157841;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157842;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157843;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157844;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157845;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157846;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157847;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157848;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157849;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157853;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157854;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157855;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157856;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157857;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157858;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157850;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157851;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157852;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157859;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157860;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157862;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157865;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157866;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157867;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157870;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157872;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157861;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157863;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157864;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157868;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
5.64 VALINHOS;1157869;MICRÔMETRO EXT. 0-25MM - 0,01MM / STARRETT;10;R$ 140,00;R$ 2,33;MICRÔMETRO EXT. 0-25MM - 0.01MM;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;140;2,33;10
