Localização;Inventário;Denominação do Imobilizado;Vida;Valor Aquisição;Valor Contábil;Item Consumível Similar;arquivo_origem;Ano Incorporação;Idade_Item;Valor_Aquisicao_Num;Valor_Contabil_Num;Vida_Num
5.62 INDAIATUBA;688515;/MEDIDOR ELETRONICO ENERGIA TRIFASICO;10;R$ 761,25;R$ 0,00;MEDIDOR DE ENERGIA DIGITAL TRIFÁSICO;Maquinas e Equiptos-ano-2000_2010_20251006_135923.csv;2002;23;761,25;0;10
5.62 INDAIATUBA;688517;/MEDIDOR ELETRONICO ENERGIA TRIFASICO;10;R$ 761,25;R$ 0,00;MEDIDOR DE ENERGIA DIGITAL TRIFÁSICO;Maquinas e Equiptos-ano-2000_2010_20251006_135923.csv;2002;23;761,25;0;10
5.62 INDAIATUBA;688518;/MEDIDOR ELETRONICO ENERGIA TRIFASICO;10;R$ 761,25;R$ 0,00;MEDIDOR DE ENERGIA DIGITAL TRIFÁSICO;Maquinas e Equiptos-ano-2000_2010_20251006_135923.csv;2002;23;761,25;0;10
1.15 SANTO AMARO;294832;AFIADORA UNIVERSAL;35;R$ 382,18;R$ 0,00;CORREIA P/AFIADORA UNIVERSAL PP-U2/U3;Maquinas e Equiptos-ano-1999_20250926_131456.csv;1975;50;382,18;0;35
ALMOXARIFADO CENTRAL SENAI;1027574;ALFABETO DE AÇO DE 5MM 62-65 HRC/ROCAST;10;R$ 25,00;R$ 0,00;ALFABETO DE AÇO DE 5mm 62 A 65 HRC;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2012;13;25;0;10
ALMOXARIFADO CENTRAL SENAI;1027575;ALFABETO DE AÇO DE 5MM 62-65 HRC/ROCAST;10;R$ 25,00;R$ 0,00;ALFABETO DE AÇO DE 5mm 62 A 65 HRC;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2012;13;25;0;10
1.09 VILA MARIANA;732504;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732505;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732506;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732507;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732508;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732509;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732510;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732511;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732512;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732513;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732514;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
1.09 VILA MARIANA;732515;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
4.02 SOROCABA;683455;ALICATE AMPERIMETRO;10;R$ 398,05;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2002;23;398,05;0;10
5.64 VALINHOS;743449;ALICATE AMPERIMETRO;10;R$ 204,12;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2005;20;204,12;0;10
5.94 IRACEMÁPOLIS;740236;ALICATE AMPERIMETRO;10;R$ 189,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2005;20;189;0;10
6.02 RIBEIRÃO PRETO;743450;ALICATE AMPERIMETRO;10;R$ 204,12;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2005;20;204,12;0;10
7.92 LENÇÓIS PAULISTA;719955;ALICATE AMPERIMETRO;10;R$ 201,76;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;201,76;0;10
7.92 LENÇÓIS PAULISTA;719956;ALICATE AMPERIMETRO;10;R$ 201,76;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;201,76;0;10
7.92 LENÇÓIS PAULISTA;719957;ALICATE AMPERIMETRO;10;R$ 201,76;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;201,76;0;10
7.92 LENÇÓIS PAULISTA;719958;ALICATE AMPERIMETRO;10;R$ 201,76;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;201,76;0;10
7.92 LENÇÓIS PAULISTA;719959;ALICATE AMPERIMETRO;10;R$ 201,76;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;201,76;0;10
7.92 LENÇÓIS PAULISTA;719960;ALICATE AMPERIMETRO;10;R$ 201,76;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;201,76;0;10
7.92 LENÇÓIS PAULISTA;719961;ALICATE AMPERIMETRO;10;R$ 201,76;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;201,76;0;10
7.92 LENÇÓIS PAULISTA;719962;ALICATE AMPERIMETRO;10;R$ 201,76;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;201,76;0;10
8.01 SÃO JOSÉ DO RIO PRETO;739155;ALICATE AMPERIMETRO;10;R$ 189,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2005;20;189;0;10
8.01 SÃO JOSÉ DO RIO PRETO;739160;ALICATE AMPERIMETRO;10;R$ 189,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2005;20;189;0;10
8.01 SÃO JOSÉ DO RIO PRETO;739161;ALICATE AMPERIMETRO;10;R$ 189,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2005;20;189;0;10
CMFP-165 CERQUEIRA CESAR;732595;ALICATE AMPERIMETRO;10;R$ 213,00;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;213;0;10
CMFP-165 CERQUEIRA CESAR;721465;ALICATE AMPERIMETRO;10;R$ 203,41;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;203,41;0;10
CMFP-165 CERQUEIRA CESAR;721466;ALICATE AMPERIMETRO;10;R$ 203,41;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2004;21;203,41;0;10
1.22 GUARULHOS;706768;ALICATE AMPERIMETRO;10;R$ 477,54;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Maquinas e Equiptos-ano-2000_2010_20251006_135923.csv;2003;22;477,54;0;10
1.22 GUARULHOS;706764;ALICATE AMPERIMETRO;10;R$ 477,54;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Maquinas e Equiptos-ano-2000_2010_20251006_135923.csv;2003;22;477,54;0;10
1.22 GUARULHOS;706765;ALICATE AMPERIMETRO;10;R$ 477,54;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Maquinas e Equiptos-ano-2000_2010_20251006_135923.csv;2003;22;477,54;0;10
1.22 GUARULHOS;706766;ALICATE AMPERIMETRO;10;R$ 477,54;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Maquinas e Equiptos-ano-2000_2010_20251006_135923.csv;2003;22;477,54;0;10
1.22 GUARULHOS;706767;ALICATE AMPERIMETRO;10;R$ 477,54;R$ 0,00;ALICATE AMPERÍMETRO - BÁSICO;Maquinas e Equiptos-ano-2000_2010_20251006_135923.csv;2003;22;477,54;0;10
6.02 RIBEIRÃO PRETO;793344;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793347;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793352;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793353;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793354;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793355;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793348;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793349;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793350;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793351;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793356;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793357;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793362;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793364;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793365;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793367;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793359;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793358;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793368;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793369;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793370;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
6.02 RIBEIRÃO PRETO;793374;ALICATE AMPERIMETRO DIGITAL;10;R$ 252,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;252;0;10
CMFP-165 CERQUEIRA CESAR;713877;ALICATE AMPERIMETRO DIGITAL;10;R$ 151,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2003;22;151;0;10
1.03 MOOCA;904772;ALICATE AMPERÍMETRO DIGITAL;10;R$ 265,35;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2009;16;265,35;0;10
1.36 BARUERI;905152;ALICATE AMPERÍMETRO DIGITAL;10;R$ 265,35;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2009;16;265,35;0;10
1.36 BARUERI;905153;ALICATE AMPERÍMETRO DIGITAL;10;R$ 265,35;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2009;16;265,35;0;10
1.36 BARUERI;905156;ALICATE AMPERÍMETRO DIGITAL;10;R$ 265,35;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2009;16;265,35;0;10
1.08 IPIRANGA;1170054;ALICATE AMPERÍMETRO DIGITAL;10;R$ 460,00;R$ 30,67;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2012_2016_20251006_102437.csv;2016;9;460;30,67;10
7.94 OURINHOS;985453;ALICATE AMPERÍMETRO DIGITAL  MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2011;14;185;0;10
7.94 OURINHOS;985454;ALICATE AMPERÍMETRO DIGITAL  MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2011;14;185;0;10
7.94 OURINHOS;985455;ALICATE AMPERÍMETRO DIGITAL  MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2011;14;185;0;10
7.94 OURINHOS;985456;ALICATE AMPERÍMETRO DIGITAL  MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2011;14;185;0;10
7.94 OURINHOS;985457;ALICATE AMPERÍMETRO DIGITAL  MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2011;14;185;0;10
7.94 OURINHOS;985458;ALICATE AMPERÍMETRO DIGITAL  MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2011;14;185;0;10
7.94 OURINHOS;985459;ALICATE AMPERÍMETRO DIGITAL  MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2011;14;185;0;10
7.94 OURINHOS;985460;ALICATE AMPERÍMETRO DIGITAL  MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2011;14;185;0;10
9.01 ARAÇATUBA;793073;ALICATE AMPERÍMETRO DIGITAL  VA-350;10;R$ 336,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2007;18;336;0;10
5.68 CAMPO LIMPO PAULISTA;904833;ALICATE AMPERÍMETRO DIGITAL (ANEXO);10;R$ 265,35;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2009;16;265,35;0;10
5.68 CAMPO LIMPO PAULISTA;904834;ALICATE AMPERÍMETRO DIGITAL (ANEXO);10;R$ 265,35;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2009;16;265,35;0;10
5.10 PIRACICABA;985163;ALICATE AMPERÍMETRO DIGITAL / MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.10 PIRACICABA;985160;ALICATE AMPERÍMETRO DIGITAL / MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.10 PIRACICABA;985161;ALICATE AMPERÍMETRO DIGITAL / MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.10 PIRACICABA;985162;ALICATE AMPERÍMETRO DIGITAL / MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.10 PIRACICABA;985164;ALICATE AMPERÍMETRO DIGITAL / MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.10 PIRACICABA;985165;ALICATE AMPERÍMETRO DIGITAL / MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.10 PIRACICABA;985166;ALICATE AMPERÍMETRO DIGITAL / MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.10 PIRACICABA;985167;ALICATE AMPERÍMETRO DIGITAL / MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
CMFP-165 CERQUEIRA CESAR;986075;ALICATE AMPERÍMETRO DIGITAL / MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.90 ARARAS;986497;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.90 ARARAS;986498;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.90 ARARAS;986499;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
5.90 ARARAS;986500;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
7.01 BAURU;986502;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
7.01 BAURU;986504;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
7.01 BAURU;986503;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
7.01 BAURU;986505;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 185,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2011;14;185;0;10
1.01 BRÁS;1017748;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 186,82;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2012;13;186,82;0;10
1.01 BRÁS;1017749;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 186,82;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2012;13;186,82;0;10
1.01 BRÁS;1017742;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 186,82;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2012;13;186,82;0;10
1.01 BRÁS;1017743;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 186,82;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2012;13;186,82;0;10
1.01 BRÁS;1017744;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 186,82;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2012;13;186,82;0;10
1.01 BRÁS;1017745;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 186,82;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2012;13;186,82;0;10
1.01 BRÁS;1017746;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 186,82;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2012;13;186,82;0;10
1.01 BRÁS;1017747;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 186,82;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2012;13;186,82;0;10
1.12 SANTO AMARO;1012161;ALICATE AMPERÍMETRO DIGITAL /MINIPA;10;R$ 186,82;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Maquinas e Equiptos-ano-2011_2017_20251006_142450.csv;2012;13;186,82;0;10
1.14 MOOCA;915440;ALICATE AMPERIMETRO DIGITAL 3200;10;R$ 100,00;R$ 0,00;ALICATE AMPERÍMETRO DIGITAL C/ESTOJO;Ferram. Instr. OficLab-ano-2000_2011_20251006_094538.csv;2009;16;100;0;10
